order_id,order_date,customer_id,product_id,region,sales,quantity,discount,profit
O01159,2023-04-04,C0177,P0014,North,3175.51,2,0.18,673.53
O01160,2022-09-09,C0141,P0020,West,2081.58,5,0.03,199.94
O01161,2023-11-20,C0079,P0024,South,4146.41,1,0.06,764.36
O01162,2022-05-08,C0064,P0027,South,2623.08,3,0.01,771.73
O01163,2023-08-26,C0015,P0037,South,4994.59,4,0.27,139.78
O01164,2022-07-24,C0151,P0004,East,636.06,2,0.21,268.1
O01165,2022-06-02,C0132,P0027,South,3113.16,1,0.27,381.67
O01166,2023-04-26,C0056,P0013,South,938.55,1,0.21,403.91
O01167,2023-03-07,C0121,P0026,North,4650.2,1,0.05,567.29
O01168,2022-01-19,C0113,P0026,North,2822.61,1,0.12,214.09
O01169,2022-10-22,C0034,P0016,East,2364.78,5,0.03,62.15
O01170,2022-08-30,C0197,P0029,South,2249.51,4,0.07,-38.38
O01171,2022-01-21,C0143,P0010,West,2733.95,4,0.12,473.91
O01172,2023-03-13,C0113,P0036,North,4200.62,5,0.19,386.65
O01173,2023-10-22,C0098,P0011,East,1841.39,5,0.04,153.42
O01174,2023-05-29,C0083,P0045,South,4426.53,1,0.16,458.61
O01175,2022-09-08,C0084,P0026,South,4221.25,4,0.08,-85.15
O01176,2023-10-23,C0011,P0045,West,1002.2,2,0.28,546.9
O01177,2023-01-19,C0020,P0049,North,3957.69,5,0.02,382.68
O01178,2023-01-16,C0043,P0003,North,2573.38,2,0.2,157.87
O01179,2022-03-16,C0113,P0018,North,4216.12,3,0.21,607.42
O01180,2023-01-21,C0060,P0025,North,4299.33,5,0.27,476.37
O01181,2022-11-08,C0043,P0016,South,2464.97,1,0.04,80.78
O01182,2022-12-27,C0131,P0006,North,1600.12,1,0.11,648.84
O01183,2023-09-11,C0036,P0001,North,3120.98,4,0.23,-31.89
O01184,2022-11-10,C0003,P0046,North,2302.48,5,0.2,464.72
O01185,2022-02-23,C0022,P0033,North,4068.1,3,0.15,196.84
O01186,2022-05-20,C0081,P0050,South,3403.69,2,0.14,-151.63
O01187,2022-03-20,C0163,P0044,East,1072.01,5,0.09,566.41
O01188,2022-06-26,C0157,P0034,West,4926.8,1,0.26,442.94
O01189,2022-11-12,C0089,P0013,West,2187.47,5,0.12,-188.08
O01190,2022-11-08,C0042,P0025,West,1466.12,5,0.07,160.41
O01191,2023-02-08,C0173,P0013,West,2706.59,4,0.06,447.43
O01192,2023-10-04,C0113,P0006,East,3375.13,5,0.12,745.13
O01193,2023-09-23,C0118,P0006,South,3217.89,2,0.26,206.49
O01194,2023-08-28,C0110,P0048,East,4790.35,1,0.02,236.63
O01195,2023-11-20,C0010,P0017,East,878.36,5,0.13,572.94
O01196,2023-10-30,C0199,P0047,West,4937.53,3,0.05,197.97
O01197,2022-05-26,C0020,P0034,North,3898.65,2,0.17,65.17
O01198,2022-06-14,C0143,P0026,East,1158.94,1,0.1,6.27
O01199,2022-07-14,C0106,P0005,North,3880.15,1,0.15,35.79
O01200,2023-11-28,C0088,P0013,West,1141.49,3,0.21,664.95
O01201,2023-05-05,C0178,P0025,South,4303.91,4,0.2,463.93
O01202,2022-10-13,C0139,P0020,South,3645.75,2,0.12,199.24
O01203,2022-06-25,C0149,P0029,South,4775.43,5,0.02,-168.26
O01204,2022-02-12,C0178,P0041,South,3125.51,5,0.04,132.88
O01205,2022-04-01,C0137,P0028,West,3059.17,2,0.2,268.12
O01206,2023-11-27,C0080,P0043,East,3947.27,2,0.15,702.57
O01207,2023-05-10,C0194,P0016,South,1166.77,3,0.14,87.87
O01208,2023-02-08,C0108,P0028,South,4161.75,3,0.15,54.59
O01209,2023-09-17,C0104,P0017,West,1541.5,1,0.06,22.91
O01210,2023-09-24,C0057,P0017,North,3909.77,5,0.06,643.01
O01211,2023-02-25,C0037,P0037,East,2469.41,5,0.08,-197.02
O01212,2023-07-05,C0163,P0027,East,3477.66,5,0.26,373.26
O01213,2023-02-05,C0029,P0036,North,800.67,4,0.17,257.55
O01214,2022-03-15,C0161,P0002,East,4680.41,4,0.13,420.14
O01215,2023-03-11,C0194,P0020,South,4901.01,5,0.09,104.33
O01216,2023-07-02,C0049,P0024,West,2911.17,2,0.03,502.52
O01217,2022-05-28,C0178,P0042,East,3253.12,4,0.11,7.59
O01218,2023-07-08,C0180,P0003,North,508.33,4,0.21,563.78
O01219,2022-08-12,C0006,P0044,East,4953.28,3,0.2,745.37
O01220,2022-06-05,C0186,P0026,South,1716.06,1,0.05,694.85
O01221,2023-09-26,C0006,P0050,East,2180.89,5,0.01,-91.21
O01222,2022-01-09,C0104,P0046,East,784.62,3,0.3,554.02
O01223,2023-01-27,C0029,P0022,East,2919.41,5,0.19,369.61
O01224,2023-06-25,C0146,P0042,West,3315.64,4,0.01,-183.41
O01225,2022-12-20,C0063,P0015,North,2548.4,3,0.02,270.4
O01226,2023-08-10,C0128,P0036,South,1258.76,5,0.01,29.83
O01227,2022-11-21,C0030,P0022,East,4837.06,3,0.29,283.33
O01228,2023-02-21,C0119,P0025,West,4218.23,5,0.11,251.57
O01229,2022-06-15,C0072,P0050,South,3873.62,5,0.19,796.76
O01230,2022-08-12,C0114,P0023,South,2171.27,2,0.01,203.62
O01231,2022-03-07,C0008,P0042,West,2589.86,4,0.13,642.16
O01232,2023-06-24,C0163,P0005,North,3752.9,1,0.11,779.58
O01233,2022-04-16,C0090,P0025,South,2981.27,1,0.03,-37.75
O01234,2023-01-13,C0015,P0026,North,3194.43,3,0.05,750.01
O01235,2022-01-26,C0072,P0048,East,3358.83,4,0.3,625.16
O01236,2023-03-21,C0191,P0017,East,3742.18,2,0.05,557.3
O01237,2022-04-17,C0075,P0047,South,2970.59,2,0.09,592.87
O01238,2022-06-30,C0055,P0015,South,551.38,2,0.29,368.7
O01239,2022-03-30,C0023,P0013,North,2128.54,2,0.07,-199.67
O01240,2022-06-16,C0150,P0047,South,3426.99,2,0.07,-101.66
O01241,2023-02-08,C0037,P0029,West,3923.71,5,0.15,-24.62
O01242,2023-03-28,C0169,P0007,East,3265.2,2,0.03,607.3
O01243,2022-01-01,C0106,P0027,South,2282.6,2,0.25,172.54
O01244,2022-03-14,C0114,P0036,West,4156.68,2,0.03,-137.96
O01245,2023-06-28,C0043,P0050,South,3429.82,1,0.09,82.26
O01246,2023-05-08,C0106,P0007,East,1761.58,2,0.16,419.66
O01247,2022-01-17,C0159,P0011,West,842.31,1,0.18,-77.57
O01248,2023-01-26,C0071,P0033,East,3408.68,5,0.12,314.07
O01249,2022-06-29,C0187,P0015,North,1094.59,1,0.16,445.1
O01250,2023-06-25,C0015,P0032,South,1024.41,3,0.27,-136.45
O01251,2023-09-30,C0190,P0035,West,1413.34,2,0.2,719.58
O01252,2023-07-27,C0061,P0004,South,3687.82,1,0.04,-92.0
O01253,2022-07-15,C0069,P0012,North,957.36,1,0.05,35.81
O01254,2022-11-06,C0198,P0029,North,3121.92,4,0.03,94.82
O01255,2023-07-28,C0161,P0028,South,739.24,1,0.02,-195.09
O01256,2023-02-17,C0115,P0050,East,1115.94,1,0.24,700.03
O01257,2023-02-17,C0164,P0009,South,601.84,1,0.19,-52.34
O01258,2022-03-04,C0148,P0026,South,938.75,5,0.03,352.97
O01259,2023-02-13,C0121,P0008,South,2570.66,3,0.2,566.85
O01260,2022-03-11,C0041,P0003,South,4968.37,4,0.18,693.9
O01261,2022-05-26,C0165,P0043,West,2527.48,2,0.14,480.49
O01262,2022-09-15,C0180,P0041,West,4220.43,5,0.07,420.84
O01263,2022-01-05,C0054,P0020,North,4145.76,5,0.07,688.56
O01264,2022-11-22,C0128,P0008,West,1079.4,4,0.23,654.62
O01265,2023-09-22,C0123,P0019,West,2350.87,1,0.13,323.28
O01266,2023-03-05,C0160,P0008,North,2012.94,1,0.13,-6.86
O01267,2022-07-10,C0142,P0047,South,1614.96,5,0.02,-78.84
O01268,2022-10-15,C0180,P0049,North,1069.34,5,0.14,389.11
O01269,2022-04-26,C0040,P0019,South,2472.48,2,0.21,542.78
O01270,2022-08-25,C0171,P0002,West,2638.25,2,0.02,565.06
O01271,2022-07-17,C0134,P0017,West,2554.11,3,0.28,617.41
O01272,2022-09-24,C0032,P0019,West,4730.25,1,0.09,607.09
O01273,2023-04-26,C0155,P0030,South,2655.92,4,0.28,350.98
O01274,2022-02-13,C0026,P0013,East,4807.37,1,0.21,16.75
O01275,2023-07-01,C0088,P0008,West,1040.55,5,0.25,302.53
O01276,2022-09-10,C0090,P0014,East,2952.44,3,0.2,26.1
O01277,2023-08-03,C0078,P0018,East,3042.76,5,0.24,-67.86
O01278,2022-12-09,C0184,P0033,North,2567.48,1,0.21,792.62
O01279,2022-01-16,C0125,P0022,East,1929.46,4,0.0,237.08
O01280,2022-01-08,C0009,P0043,North,2712.28,4,0.15,415.09
O01281,2022-11-12,C0140,P0029,North,652.43,3,0.18,627.24
O01282,2022-07-16,C0043,P0030,North,3945.83,3,0.05,473.55
O01283,2022-07-18,C0088,P0011,South,2570.62,1,0.11,545.86
O01284,2022-07-15,C0042,P0021,West,3365.44,4,0.14,432.14
O01285,2023-04-27,C0057,P0033,North,2318.96,1,0.27,284.81
O01286,2022-06-28,C0050,P0039,West,1407.4,4,0.07,447.6
O01287,2023-07-25,C0026,P0023,South,4698.38,4,0.17,535.01
O01288,2023-03-15,C0017,P0044,West,1286.21,3,0.11,683.97
O01289,2023-01-15,C0163,P0014,South,2915.05,4,0.3,695.25
O01290,2023-03-12,C0103,P0027,South,4153.05,5,0.09,318.63
O01291,2023-04-22,C0126,P0024,South,1400.95,4,0.07,793.59
O01292,2023-09-25,C0044,P0030,North,3869.65,3,0.2,179.27
O01293,2022-08-30,C0124,P0029,West,4976.6,2,0.14,185.93
O01294,2023-08-24,C0023,P0014,North,3941.2,4,0.23,174.1
O01295,2022-02-07,C0029,P0044,East,831.74,2,0.01,14.91
O01296,2023-02-21,C0023,P0037,East,903.42,5,0.19,199.5
O01297,2022-03-19,C0135,P0029,West,2276.85,2,0.2,730.85
O01298,2022-03-06,C0008,P0027,South,3376.39,4,0.05,440.32
O01299,2022-11-03,C0092,P0017,North,550.72,5,0.27,-166.79
O01300,2023-07-26,C0111,P0045,West,825.48,1,0.24,-191.82
O01301,2023-05-01,C0117,P0007,West,1899.2,2,0.02,-155.52
O01302,2022-10-31,C0001,P0027,East,1649.84,3,0.23,292.76
O01303,2023-01-19,C0060,P0048,East,1099.91,2,0.2,-195.9
O01304,2022-12-04,C0104,P0010,East,2048.12,3,0.14,718.25
O01305,2023-06-24,C0105,P0021,West,4127.35,1,0.25,-2.05
O01306,2022-03-25,C0106,P0035,South,3074.66,5,0.07,99.06
O01307,2023-03-24,C0151,P0043,North,851.2,2,0.12,685.84
O01308,2023-08-17,C0053,P0012,South,1741.15,4,0.19,-185.21
O01309,2022-05-23,C0095,P0006,West,2501.7,2,0.01,66.8
O01310,2022-01-27,C0117,P0042,West,3599.51,1,0.14,-168.7
O01311,2022-04-21,C0134,P0029,South,2732.86,3,0.1,718.33
O01312,2023-07-27,C0131,P0008,East,2146.69,1,0.15,174.69
O01313,2023-06-27,C0185,P0024,East,687.41,5,0.06,35.15
O01314,2022-01-01,C0128,P0015,South,3301.45,3,0.02,182.73
O01315,2022-02-13,C0107,P0025,North,4664.99,2,0.03,230.7
O01316,2022-09-19,C0053,P0028,East,4241.92,4,0.29,482.0
O01317,2023-01-14,C0192,P0006,South,3049.39,2,0.22,392.61
O01318,2022-10-21,C0059,P0038,West,2495.78,3,0.02,162.21
O01319,2022-09-16,C0075,P0025,East,1711.87,2,0.13,775.79
O01320,2022-02-02,C0146,P0026,East,3098.77,3,0.05,551.52
O01321,2022-10-31,C0026,P0035,East,3177.02,5,0.2,563.67
O01322,2023-10-19,C0111,P0036,South,4267.46,1,0.2,-83.13
O01323,2023-10-15,C0116,P0038,South,1054.66,3,0.04,621.25
O01324,2022-12-11,C0172,P0017,North,809.68,4,0.15,86.24
O01325,2023-08-22,C0102,P0039,East,2206.07,3,0.06,577.01
O01326,2023-04-17,C0167,P0038,East,2081.84,5,0.12,642.38
O01327,2022-04-10,C0087,P0002,South,3309.57,2,0.17,607.82
O01328,2022-08-11,C0117,P0014,West,3985.73,3,0.19,379.69
O01329,2023-11-30,C0093,P0031,North,3183.34,4,0.1,303.42
O01330,2023-10-09,C0150,P0035,South,4648.09,2,0.12,-14.23
O01331,2022-05-21,C0093,P0004,East,3504.8,1,0.04,15.66
O01332,2023-11-10,C0039,P0034,West,2657.01,1,0.14,547.38
O01333,2023-03-29,C0056,P0006,East,4243.97,5,0.3,773.25
O01334,2023-05-06,C0090,P0018,West,3344.59,5,0.12,683.46
O01335,2022-07-30,C0017,P0001,South,2514.04,2,0.06,321.4
O01336,2022-11-30,C0192,P0018,East,2816.06,2,0.09,-77.04
O01337,2022-11-11,C0079,P0018,East,552.46,1,0.16,146.04
O01338,2023-09-04,C0199,P0003,East,966.55,2,0.15,98.82
O01339,2023-08-13,C0188,P0011,East,2130.16,4,0.19,779.6
O01340,2022-08-03,C0199,P0043,North,2688.75,5,0.21,381.11
O01341,2023-03-19,C0173,P0032,East,1350.45,3,0.18,517.23
O01342,2023-03-20,C0152,P0021,West,3634.57,3,0.18,615.79
O01343,2023-10-16,C0036,P0018,South,1164.22,2,0.12,426.48
O01344,2023-05-18,C0077,P0004,East,3572.39,1,0.14,3.21
O01345,2022-08-05,C0066,P0016,North,4983.49,2,0.28,-166.22
O01346,2022-08-25,C0091,P0011,South,3766.07,1,0.26,525.67
O01347,2022-04-14,C0006,P0026,East,1273.97,3,0.09,118.28
O01348,2023-11-27,C0194,P0039,South,774.66,4,0.06,483.8
O01349,2023-05-09,C0183,P0040,North,2533.6,4,0.09,579.14
O01350,2023-02-14,C0169,P0039,South,3619.63,2,0.19,-193.93
O01351,2023-05-06,C0129,P0041,East,3857.67,2,0.15,523.03
O01352,2022-06-27,C0007,P0022,South,4591.18,1,0.11,754.01
O01353,2022-10-27,C0085,P0028,South,4768.42,5,0.0,579.21
O01354,2022-07-01,C0163,P0031,East,4351.93,1,0.22,134.4
O01355,2022-10-22,C0109,P0023,North,4847.52,2,0.07,-75.11
O01356,2022-06-02,C0062,P0024,North,1074.32,3,0.18,481.56
O01357,2022-11-22,C0108,P0033,North,4976.07,2,0.04,73.63
O01358,2023-05-05,C0011,P0007,West,3295.3,4,0.27,634.58
O01359,2023-02-02,C0112,P0014,South,4304.55,4,0.21,-98.42
O01360,2022-06-29,C0132,P0041,East,1062.97,4,0.27,4.49
O01361,2023-08-02,C0130,P0031,North,2227.53,4,0.26,334.4
O01362,2023-03-03,C0170,P0033,South,1365.93,5,0.29,231.68
O01363,2023-10-24,C0178,P0035,South,3350.88,5,0.21,367.97
O01364,2022-11-10,C0064,P0002,West,3578.02,4,0.26,-92.31
O01365,2022-07-18,C0187,P0018,East,780.99,2,0.11,-71.66
O01366,2022-09-19,C0191,P0012,West,3746.75,1,0.05,483.12
O01367,2022-10-18,C0106,P0034,East,1721.91,4,0.15,313.59
O01368,2023-06-06,C0042,P0008,East,2483.6,5,0.15,168.93
O01369,2023-08-09,C0065,P0010,North,1072.15,4,0.03,-63.14
O01370,2023-09-03,C0090,P0026,North,4075.81,4,0.06,209.9
O01371,2022-07-14,C0123,P0048,East,3522.93,5,0.12,464.59
O01372,2023-04-01,C0106,P0013,South,4278.14,1,0.22,45.1
O01373,2022-01-14,C0200,P0002,North,614.43,2,0.18,-61.23
O01374,2023-08-01,C0136,P0008,West,4288.74,4,0.21,431.79
O01375,2023-06-07,C0154,P0016,West,1613.71,5,0.27,-96.57
O01376,2022-11-27,C0078,P0029,West,3310.18,5,0.05,203.3
O01377,2023-09-21,C0153,P0038,West,2977.35,2,0.17,547.81
O01378,2022-11-14,C0167,P0018,West,1291.79,5,0.05,751.37
O01379,2023-12-01,C0081,P0019,West,3233.14,3,0.05,787.51
O01380,2023-05-02,C0072,P0047,West,2948.25,3,0.18,-113.85
O01381,2022-06-01,C0070,P0041,West,855.02,5,0.13,604.91
O01382,2023-02-02,C0144,P0009,East,1243.83,1,0.11,585.15
O01383,2022-03-12,C0185,P0041,South,3439.61,2,0.17,93.51
O01384,2023-11-07,C0106,P0025,North,2478.31,2,0.24,-123.99
O01385,2023-07-27,C0139,P0026,South,3406.56,3,0.23,-104.76
O01386,2023-01-04,C0026,P0027,West,678.87,3,0.2,403.13
O01387,2022-10-24,C0040,P0004,North,3708.49,1,0.13,-110.69
O01388,2022-06-28,C0144,P0017,East,2817.92,1,0.16,757.29
O01389,2022-08-21,C0123,P0026,East,4559.05,2,0.2,118.0
O01390,2023-04-16,C0064,P0006,South,2009.8,4,0.19,261.67
O01391,2023-02-20,C0094,P0027,West,3756.38,1,0.05,593.22
O01392,2022-04-23,C0170,P0016,North,2644.12,3,0.02,-160.63
O01393,2023-04-04,C0099,P0032,West,1310.38,4,0.2,646.38
O01394,2022-04-10,C0032,P0031,South,3213.97,5,0.14,-10.14
O01395,2022-12-12,C0136,P0023,East,4602.8,3,0.12,284.34
O01396,2023-11-06,C0036,P0046,West,1328.27,2,0.18,538.6
O01397,2023-06-02,C0047,P0046,West,3189.29,1,0.05,516.57
O01398,2023-07-09,C0015,P0014,North,2364.04,1,0.27,656.23
O01399,2023-09-06,C0079,P0031,South,4926.27,3,0.27,584.56
O01400,2023-03-18,C0043,P0007,South,691.71,1,0.29,737.4
O01401,2022-05-11,C0196,P0042,South,4354.02,4,0.14,-134.14
O01402,2022-07-04,C0172,P0044,South,3463.57,2,0.04,-100.23
O01403,2023-01-18,C0116,P0005,North,3314.68,1,0.21,356.29
O01404,2022-08-20,C0122,P0026,South,4018.31,1,0.25,443.34
O01405,2022-12-06,C0013,P0041,South,1269.8,5,0.17,296.86
O01406,2022-01-30,C0114,P0017,North,4270.32,5,0.28,534.91
O01407,2022-03-11,C0069,P0013,East,3576.28,1,0.11,-181.69
O01408,2022-05-12,C0008,P0045,East,1576.01,3,0.21,410.05
O01409,2023-03-26,C0027,P0049,South,605.74,3,0.17,763.59
O01410,2022-09-05,C0047,P0049,North,2787.73,2,0.29,-44.95
O01411,2022-02-02,C0124,P0040,North,2628.79,5,0.02,303.29
O01412,2022-05-24,C0086,P0019,West,4833.28,2,0.03,-7.35
O01413,2023-10-30,C0066,P0049,West,4809.62,4,0.2,16.08
O01414,2023-06-16,C0004,P0016,West,1429.34,3,0.29,768.09
O01415,2022-12-29,C0121,P0003,East,2138.98,4,0.0,636.65
O01416,2023-07-31,C0143,P0004,West,4885.4,3,0.28,-58.46
O01417,2022-05-22,C0025,P0013,South,2549.65,4,0.21,319.91
O01418,2022-09-15,C0146,P0002,East,4597.03,5,0.16,739.82
O01419,2023-05-07,C0119,P0046,West,3480.3,4,0.06,401.75
O01420,2023-03-30,C0180,P0048,East,1547.75,5,0.21,-146.45
O01421,2022-04-04,C0003,P0023,South,1879.55,3,0.27,101.71
O01422,2022-06-19,C0134,P0032,North,3757.59,5,0.13,101.94
O01423,2022-11-16,C0118,P0007,South,3651.64,5,0.08,246.16
O01424,2022-12-09,C0138,P0011,West,1036.28,1,0.28,-11.63
O01425,2022-07-20,C0062,P0040,North,2633.47,5,0.1,670.45
O01426,2023-09-18,C0039,P0016,East,2165.66,4,0.25,619.96
O01427,2022-12-24,C0188,P0047,West,3651.52,1,0.05,675.52
O01428,2022-11-05,C0052,P0046,East,3788.05,2,0.14,336.54
O01429,2023-01-08,C0034,P0021,East,4909.91,4,0.25,174.9
O01430,2023-08-21,C0078,P0018,West,3586.33,3,0.21,-109.9
O01431,2022-10-15,C0145,P0014,South,1426.75,3,0.14,-1.55
O01432,2023-03-11,C0138,P0036,South,632.23,1,0.05,256.11
O01433,2023-09-17,C0054,P0048,East,4974.59,2,0.01,-141.88
O01434,2022-10-23,C0066,P0022,East,3072.89,2,0.12,30.04
O01435,2022-06-29,C0074,P0044,South,2558.48,5,0.2,702.45
O01436,2023-03-26,C0001,P0007,West,3487.73,1,0.1,526.33
O01437,2022-07-04,C0120,P0002,South,2646.48,3,0.24,780.93
O01438,2023-04-10,C0094,P0023,South,2602.17,2,0.21,354.08
O01439,2022-12-04,C0067,P0036,West,1013.6,4,0.29,-26.48
O01440,2022-09-18,C0086,P0006,East,545.09,3,0.19,679.33
O01441,2023-08-13,C0167,P0007,East,1623.23,1,0.01,322.42
O01442,2023-02-07,C0178,P0049,North,828.75,4,0.28,43.25
O01443,2022-02-19,C0086,P0005,West,1151.35,1,0.03,799.82
O01444,2022-07-06,C0072,P0005,West,3551.44,1,0.05,711.12
O01445,2023-09-01,C0037,P0007,North,3783.65,3,0.07,217.41
O01446,2023-05-28,C0082,P0032,West,4823.24,5,0.05,247.48
O01447,2023-01-03,C0173,P0048,North,663.51,1,0.18,536.66
O01448,2023-11-28,C0144,P0006,West,2584.48,3,0.03,27.66
O01449,2023-10-10,C0171,P0023,West,582.15,2,0.26,513.86
O01450,2022-08-15,C0079,P0022,North,1948.52,1,0.06,240.89
O01451,2022-06-20,C0170,P0045,South,1590.07,4,0.19,128.71
O01452,2023-11-16,C0153,P0010,South,1980.15,4,0.07,-40.14
O01453,2023-01-28,C0119,P0045,South,2498.83,3,0.09,677.76
O01454,2022-08-09,C0042,P0015,North,696.05,5,0.24,37.12
O01455,2023-10-15,C0139,P0030,South,1250.49,5,0.15,330.25
O01456,2022-05-26,C0173,P0031,East,2525.37,5,0.23,699.5
O01457,2022-01-21,C0064,P0022,East,4332.03,2,0.12,369.98
O01458,2023-07-04,C0185,P0037,West,2622.85,4,0.09,93.8
O01459,2022-12-18,C0020,P0050,West,516.87,4,0.18,-186.98
O01460,2023-09-04,C0030,P0049,West,2564.11,4,0.08,-197.68
O01461,2023-03-18,C0028,P0009,North,3470.73,4,0.16,325.78
O01462,2022-02-12,C0134,P0048,East,4850.57,4,0.28,150.53
O01463,2022-04-05,C0006,P0050,West,2650.43,3,0.06,389.84
O01464,2022-11-02,C0078,P0003,East,3799.91,2,0.14,163.35
O01465,2023-07-10,C0019,P0041,East,3718.79,3,0.08,249.26
O01466,2022-09-01,C0181,P0033,North,1120.04,1,0.21,461.92
O01467,2022-07-25,C0081,P0041,South,2447.98,1,0.24,625.35
O01468,2023-07-09,C0133,P0011,South,3117.32,2,0.06,293.2
O01469,2022-03-26,C0086,P0039,East,649.66,1,0.07,-70.03
O01470,2023-07-25,C0150,P0001,North,3922.9,3,0.14,-161.2
O01471,2022-04-23,C0184,P0049,North,2319.29,5,0.07,-152.49
O01472,2023-03-29,C0021,P0033,South,1801.06,1,0.0,434.38
O01473,2023-05-12,C0123,P0024,South,3814.32,4,0.24,612.62
O01474,2023-10-11,C0012,P0016,West,3115.0,1,0.3,315.96
O01475,2022-01-23,C0179,P0042,North,793.22,1,0.08,453.28
O01476,2022-06-29,C0073,P0001,West,2203.96,3,0.13,59.97
O01477,2023-06-16,C0033,P0039,East,4484.07,3,0.19,-25.1
O01478,2022-09-05,C0137,P0009,West,1829.54,1,0.02,351.01
O01479,2022-11-09,C0122,P0045,East,805.59,2,0.06,680.13
O01480,2022-01-25,C0089,P0022,North,775.5,2,0.05,6.94
O01481,2023-05-02,C0088,P0041,East,1278.17,4,0.13,8.45
O01482,2023-02-16,C0115,P0046,South,1447.39,5,0.3,782.86
O01483,2023-07-31,C0017,P0024,East,2243.25,4,0.04,700.18
O01484,2022-06-09,C0144,P0032,North,3879.38,5,0.27,101.19
O01485,2022-08-01,C0067,P0047,South,3978.53,1,0.29,762.59
O01486,2023-09-22,C0021,P0017,South,1175.83,3,0.28,441.66
O01487,2023-03-25,C0109,P0011,West,3884.65,3,0.28,775.02
O01488,2023-02-09,C0105,P0007,South,4215.58,4,0.01,756.96
O01489,2022-07-25,C0143,P0039,North,3556.22,4,0.23,410.28
O01490,2022-02-17,C0097,P0002,South,2051.98,1,0.02,330.81
O01491,2023-03-09,C0006,P0009,North,2447.42,3,0.09,464.18
O01492,2022-08-04,C0001,P0039,North,2835.48,5,0.1,-196.57
O01493,2022-05-23,C0173,P0035,South,4887.61,1,0.27,527.55
O01494,2022-02-15,C0013,P0046,North,1344.08,2,0.09,409.32
O01495,2023-07-14,C0172,P0042,East,2874.48,3,0.25,768.36
O01496,2022-10-22,C0106,P0044,North,1272.07,2,0.24,415.73
O01497,2022-05-13,C0143,P0039,North,4479.43,4,0.04,143.46
O01498,2022-03-15,C0036,P0036,North,2056.1,2,0.2,599.27
O01499,2023-07-21,C0053,P0032,South,934.95,2,0.26,513.25
O01500,2022-06-28,C0191,P0029,West,3652.67,1,0.02,-38.25
O01501,2023-06-25,C0102,P0008,North,2542.16,1,0.03,748.89
O01502,2023-06-13,C0060,P0033,South,1708.3,1,0.0,-110.18
O01503,2022-08-30,C0125,P0035,East,4749.89,2,0.07,198.43
O01504,2023-03-02,C0089,P0005,East,1897.2,3,0.02,158.88
O01505,2022-10-14,C0173,P0035,East,4566.09,4,0.28,209.75
O01506,2023-02-25,C0138,P0005,East,4343.04,3,0.09,232.22
O01507,2022-07-07,C0156,P0042,West,933.19,5,0.16,-110.7
O01508,2022-06-08,C0145,P0045,East,1669.88,1,0.26,458.24
O01509,2022-03-23,C0113,P0026,South,1936.14,2,0.2,-198.61
O01510,2023-03-23,C0160,P0005,South,1555.65,1,0.28,-69.93
O01511,2023-07-13,C0010,P0030,West,2339.86,3,0.29,373.95
O01512,2022-06-29,C0174,P0018,East,4389.66,3,0.21,437.79
O01513,2023-03-21,C0108,P0020,West,4972.13,2,0.26,10.03
O01514,2022-07-06,C0089,P0011,North,4291.84,5,0.22,-96.39
O01515,2022-03-24,C0041,P0027,North,3148.14,4,0.29,388.7
O01516,2022-01-08,C0155,P0039,South,1320.92,2,0.0,763.56
O01517,2023-02-06,C0078,P0021,North,1252.57,5,0.26,124.0
O01518,2022-04-16,C0108,P0013,East,4150.19,3,0.07,86.72
O01519,2022-04-10,C0111,P0041,South,2758.53,5,0.07,18.57
O01520,2023-10-27,C0129,P0012,East,1812.98,4,0.08,251.16
O01521,2022-06-07,C0132,P0014,West,3663.99,4,0.25,67.38
O01522,2022-11-08,C0098,P0017,East,4983.11,3,0.06,417.07
O01523,2022-06-21,C0145,P0010,North,2091.66,2,0.17,495.94
O01524,2023-04-04,C0084,P0022,South,2492.44,1,0.17,287.78
O01525,2022-11-26,C0052,P0009,North,1300.74,1,0.14,369.44
O01526,2023-08-31,C0178,P0022,West,3218.42,5,0.13,38.82
O01527,2022-10-19,C0045,P0031,East,3330.48,1,0.09,526.51
O01528,2022-09-26,C0054,P0007,South,4307.5,2,0.17,8.39
O01529,2023-04-18,C0144,P0032,East,2190.43,4,0.21,-32.06
O01530,2022-09-18,C0006,P0031,West,1996.2,2,0.22,-112.69
O01531,2022-03-24,C0199,P0012,West,1604.61,2,0.1,501.46
O01532,2022-02-19,C0155,P0016,West,4921.32,4,0.0,-120.24
O01533,2023-10-29,C0083,P0005,West,4000.81,4,0.03,501.04
O01534,2022-02-05,C0197,P0017,West,4928.0,2,0.23,523.85
O01535,2022-04-26,C0147,P0047,South,541.82,5,0.13,426.21
O01536,2022-01-16,C0039,P0013,South,1511.57,5,0.18,571.07
O01537,2023-10-17,C0101,P0006,South,1099.82,5,0.17,523.0
O01538,2022-04-02,C0101,P0024,East,4865.67,2,0.18,617.71
O01539,2022-06-10,C0104,P0032,North,3483.05,2,0.09,361.3
O01540,2023-01-19,C0188,P0005,West,1956.6,2,0.06,202.75
O01541,2023-01-31,C0015,P0034,North,523.28,3,0.21,-100.12
O01542,2023-11-11,C0085,P0010,North,1861.29,4,0.12,-170.72
O01543,2022-09-24,C0049,P0038,West,3753.25,1,0.16,0.06
O01544,2022-11-07,C0163,P0013,West,4124.56,2,0.07,160.84
O01545,2023-03-15,C0149,P0043,West,3084.84,5,0.19,714.72
